ID,Lat,Long,Location,Date,Year,Month,Day,Season,Time,NightDay,Type,CoyoteNumber,CoyoteYoung,HumanActivity,VulnerableIndividual,DogPresent,Hazing,CoyoteResponse,HumanPerception,Health,Classifier
9999,53.479021,-113.508432,107 St 42 Ave,2/4/2021,2021,2,4,Breeding,7:00:00 AM,Night,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,jfarr
10000,53.480572,-113.442381,42 Avenue and 66 street,2/5/2021,2021,2,5,Breeding,Evening,Night,sighting,Two,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,jfarr
10002,53.510372,-113.503606,106 street 74 ave,1/30/2021,2021,1,30,Breeding,12 Midnight,Night,encounter,One,Unknown,Walking,Dog,Unknown,Yes,3,Unknown,Unknown,A Keller
10003,53.47564872,-113.440314,3919 67st,2/4/2021,2021,2,4,Breeding,Night,Night,encounter,Two,Unknown,HomeYard,Unknown,Unknown,Unknown,0,Unknown,Unknown,A Keller
10004,53.53979431,-113.5286231,Victoria Hill Rd just above river valley road ,2/5/2021,2021,2,5,Breeding,8:00:00 AM,Night,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,0,Concern,Healthy,A Keller
10005,53.48013056,-113.5868163,Ramsay road and Ramsay Crescent ,1/31/2021,2021,1,31,Breeding,Morning,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,Unknown,0,Unknown,Unknown,A Keller
10006,53.54458861,-113.5267348,119 Street &amp; 103 Avenue,2/4/2021,2021,2,4,Breeding,9:00:00 PM,Night,Unknown,More,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10007,53.4617852,-113.5516364,Whitemud Creek near Hodgson Blvd,2/5/2021,2021,2,5,Breeding,3:00:00 PM,Day,encounter,Two,Unknown,Walking,Unknown,Unknown,Yes,7,Neutral,Unknown,A Keller
10008,53.468235,-113.596908,Riverbend Road and Rabbit Hill Road,2/5/2021,2021,2,5,Breeding,Evening,Night,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10009,53.466333,-113.596424,"Hendra Crescent, Riverbend area",2/5/2021,2021,2,5,Breeding,5:00:00 PM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10010,53.46311378,-113.5820098,1203 Carter Crest Rd,2/5/2021,2021,2,5,Breeding,6:00:00 PM,Night,sighting,One,Unknown,Driving,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10011,53.43085,-113.618483,Washburn dr and 173 street se,2/3/2021,2021,2,3,Breeding,5:00:00 PM,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10012,53.45954,-113.536515,"118 st, 28 Ave nw",2/5/2021,2021,2,5,Breeding,9:00:00 PM,Night,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10013,53.50674,-113.509129,108 st.70 ave.,2/5/2021,2021,2,5,Breeding,10:00:00 PM,Night,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10014,53.47285969,-113.4309048,na,2/6/2021,2021,2,6,Breeding,11:00:00 PM,Night,encounter,One,Unknown,HomeYard,Dog,HomeYard,Yes,4,Unknown,Unknown,A Keller
10015,53.614638,-113.417169,152 ave 49 A street,2/6/2021,2021,2,6,Breeding,Night,Night,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10016,53.45863604,-113.5972662,Hunters Run NW,1/29/2021,2021,1,29,Breeding,Afternoon,Day,sighting,Two,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10017,53.43606161,-113.4404981,Anthony Henday near 66 street bridge,2/6/2021,2021,2,6,Breeding,12 Noon,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10018,53.515281,-113.555968,Buena vista road and 81ave ,2/6/2021,2021,2,6,Breeding,1:00:00 PM,Day,sighting,Three,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10019,53.42523294,-113.553514,Ellerslie Road and Graydon Hill Blvd SW,2/6/2021,2021,2,6,Breeding,11:00:00 AM,Day,sighting,Two,Unknown,OutdoorAct,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10020,53.48387918,-113.5429069,122nd street and Whitemud Drive,2/6/2021,2021,2,6,Breeding,9:00:00 AM,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10021,53.52192672,-113.4729613,95 street and 86 avenue,2/6/2021,2021,2,6,Breeding,8:00:00 AM,Night,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,A Keller
10022,53.559706,-113.371829,Strathcona Science Park,2/6/2021,2021,2,6,Breeding,Afternoon,Day,sighting,One,Unknown,Walking,Dog,Unknown,No,Unknown,Negative,Unknown,A Keller
10023,53.531023,-113.433028,94 avenue &amp; 68 street,2/6/2021,2021,2,6,Breeding,7:00:00 PM,Night,sighting,Three,Unknown,Unknown,Dog,Unknown,No,3,Unknown,Unknown,A Keller
10024,53.531048,-113.432789,94 avenue &amp; 68 street,1/2/2021,2021,1,2,Breeding,7:00:00 AM,Night,sighting,One,Unknown,HomeYard,Dog,Unknown,Unknown,0,Unknown,Unknown,A Keller
10026,53.472421,-113.583941,Rabbit Hill Road and Riverbend Road,2/7/2021,2021,2,7,Breeding,Night,Night,sighting,More,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10029,53.454247,-113.516967,23 avenue &amp; 111 Street,2/7/2021,2021,2,7,Breeding,11:00:00 AM,Day,Unknown,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unhealthy,A Keller
10030,53.46168939,-113.5960216,Utility corridor and Riverbend Road ,2/7/2021,2021,2,7,Breeding,12 Noon,Day,sighting,One,Unknown,Unknown,Dog,Unknown,Unknown,3,Unknown,Unknown,A Keller
10031,53.48176701,-113.5722358,147 St and Terwillegar Drive ,2/7/2021,2021,2,7,Breeding,12 Noon,Day,encounter,Three,Unknown,Unknown,Dog,Unknown,Unknown,6,Unknown,Unknown,A Keller
10033,53.47910592,-113.5994119,Rooney Crescent and Routledge Road,2/7/2021,2021,2,7,Breeding,12 Noon,Day,encounter,One,Unknown,Walking,Unknown,Unknown,Yes,6,Unknown,Unknown,A Keller
10034,53.46801895,-113.5973306,650 Henderson street ,2/7/2021,2021,2,7,Breeding,1:00:00 PM,Day,sighting,Two,Unknown,Walking,Multiple,Unknown,Unknown,6,Unknown,Unknown,A Keller
10035,53.415854,-113.619429,Kinsella Green SW,2/7/2021,2021,2,7,Breeding,3:00:00 PM,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10037,53.49216937,-113.574623,na,2/7/2021,2021,2,7,Breeding,5:00:00 PM,Day,encounter,Two,Unknown,Unknown,Unknown,Unknown,Yes,1,Unknown,Unknown,A Keller
10038,53.4936594,-113.5748107,na,2/1/2021,2021,2,1,Breeding,6:00:00 PM,Night,encounter,One,Unknown,Unknown,Unknown,Unknown,No,3,Unknown,Unknown,A Keller
10039,53.50614511,-113.5890479,155st 74 ave,2/7/2021,2021,2,7,Breeding,12 Noon,Day,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,A Keller
10040,53.539124,-113.50922,109 St &amp; 100 Ave ,2/7/2021,2021,2,7,Breeding,NA,Unknown,sighting,Three,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10041,53.481736,-113.447324,Milbourne Rd E Northwest and 70 St NW,2/7/2021,2021,2,7,Breeding,Night,Night,encounter,Two,Unknown,HomeYard,Child,Unknown,No,1,Unknown,Unknown,A Keller
10042,53.54806287,-113.5136134,112st and 105ave,2/8/2021,2021,2,8,Breeding,11:00:00 PM,Night,sighting,Three,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,A Keller
10044,53.49687,-113.639824,184 St 187St  Ormsby School ,2/8/2021,2021,2,8,Breeding,Morning,Day,sighting,One,Unknown,Unknown,Child,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10045,53.41450038,-113.4729833,90th Street and Savaryn Drive SW,2/8/2021,2021,2,8,Breeding,10:00:00 AM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10046,53.41563595,-113.4727151,90th Street and Savaryn Drive SW,11/14/2020,2020,11,14,Dispersal,8:00:00 AM,Day,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10047,53.50570851,-113.5401673,119 Street NW and Saskatchewan Drive NW,2/7/2021,2021,2,7,Breeding,11:00:00 AM,Day,sighting,One,Unknown,Walking,Dog,Leashed,Yes,3,Unknown,Healthy,A Keller
10048,53.63496655,-113.5239453,113 street and 173 avenue ,2/8/2021,2021,2,8,Breeding,11:00:00 AM,Day,sighting,Two,Unknown,HomeYard,Dog,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10049,53.48617847,-113.6712737,hemmingway road,2/8/2021,2021,2,8,Breeding,12 Noon,Day,sighting,Three,Unknown,Unknown,Child,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10050,53.45815694,-113.5974808,Hunters Run NW (walking path behind),2/7/2021,2021,2,7,Breeding,3:00:00 PM,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10051,53.517419,-113.626879,84 ave and 176A st.,2/7/2021,2021,2,7,Breeding,Night,Night,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10052,53.608405,-113.503627,Griesbach Rd NW &amp; Sir Arthur Currie Way ,2/8/2021,2021,2,8,Breeding,4:00:00 PM,Day,sighting,One,Unknown,Driving,Unknown,Unknown,No,3,Unknown,Healthy,A Keller
10053,53.479939,-113.587278,Ramsay crescent &amp; Ramsay road,2/8/2021,2021,2,8,Breeding,5:00:00 PM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10054,53.54428261,-113.4786267,4115 Ramsay Road,2/8/2021,2021,2,8,Breeding,Afternoon,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10055,53.50036642,-113.5720588,"Directly in front of our house, 6415-145A St NW",2/8/2021,2021,2,8,Breeding,Morning,Day,sighting,Two,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Concern,Unhealthy,A Keller
10056,53.41379849,-113.5298113,19 Ave and 120 street SW,2/8/2021,2021,2,8,Breeding,8:00:00 PM,Night,encounter,One,Unknown,Walking,Dog,Unknown,Yes,9,Unknown,Unknown,A Keller
10057,53.48495,-113.496786,Calgary trail south and 48 ave,2/9/2021,2021,2,9,Breeding,11:00:00 PM,Night,encounter,One,Unknown,HomeYard,Unknown,Unknown,Yes,3,Negative,Unknown,A Keller
10058,53.472461,-113.541857,"Backyard @ 29 Fairway drive, Edmonton",2/7/2021,2021,2,7,Breeding,Afternoon,Day,sighting,One,Unknown,HomeYard,Child,Unknown,No,4,Unknown,Unknown,A Keller
10059,53.50546647,-113.535013,na,2/9/2021,2021,2,9,Breeding,10:00:00 AM,Day,encounter,Unknown,Unknown,Unknown,Dog,Unknown,Unknown,1,Unknown,Unknown,A Keller
10060,53.49713172,-113.5406823,122 St &amp; 62 Ave,2/9/2021,2021,2,9,Breeding,3:00:00 PM,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Healthy,A Keller
10062,53.42387,-113.618368,1012 173 Street SW,2/9/2021,2021,2,9,Breeding,10:00:00 AM,Day,Unknown,One,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10063,53.20880541,-113.3481641,Hewgill Place ,2/9/2021,2021,2,9,Breeding,Night,Night,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10064,53.4776488,-113.552484,Aspen Drive West and 42 Ave,2/10/2021,2021,2,10,Breeding,11:00:00 AM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10065,53.62025293,-113.4258918,Hollick-Kenyon Rd NW / Hollick-Kenyon Way NW,2/9/2021,2021,2,9,Breeding,3:00:00 PM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Healthy,A Keller
10066,53.46177243,-113.5965259,Riverbend Road and Heath Road,2/10/2021,2021,2,10,Breeding,10:00:00 AM,Day,sighting,More,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10067,53.41820005,-113.6368985,Keswick,2/10/2021,2021,2,10,Breeding,2:00:00 PM,Day,Unknown,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10068,53.42546309,-113.6141963,170th st and Ellerslie Rd,2/10/2021,2021,2,10,Breeding,8:00:00 AM,Night,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10069,53.471151,-113.534873,117A Street &amp; 37th Avenue,2/10/2021,2021,2,10,Breeding,4:00:00 PM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10070,53.42087386,-113.6015684,Glenridding Blvd &amp; 162 Street,2/10/2021,2021,2,10,Breeding,Morning,Day,encounter,Two,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,A Keller
10071,53.474102,-113.589673,Reeves gate and reeves way,2/10/2021,2021,2,10,Breeding,8:00:00 AM,Night,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10073,53.61974902,-113.4334097,Across the street from the Edmonton Christian Northeast School,2/9/2021,2021,2,9,Breeding,5:00:00 PM,Day,encounter,Two,Unknown,HomeYard,Dog,HomeYard,Yes,2,Unknown,Unknown,A Keller
10074,53.52448971,-113.5260052,116 St and 71 Ave,2/10/2021,2021,2,10,Breeding,8:00:00 PM,Night,sighting,One,Unknown,Cycling,Unknown,Unknown,No,1,Unknown,Healthy,A Keller
10075,53.549391,-113.444267,76street &amp; 106avenue,2/11/2021,2021,2,11,Breeding,Night,Night,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10076,53.46829,-113.596887,Henderson Park,2/10/2021,2021,2,10,Breeding,Afternoon,Day,sighting,One,Unknown,Walking,Dog,Unknown,No,0,Unknown,Unknown,A Keller
10077,53.49523587,-113.5124712,"109 St @ 58 Ave (53.495235867504455, -113.51247121831554)",2/11/2021,2021,2,11,Breeding,2:00:00 PM,Day,sighting,Three,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10078,53.51530429,-113.4291882,115st 168ave,2/11/2021,2021,2,11,Breeding,Afternoon,Day,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,A Keller
10080,53.46662,-113.442955,Lee ridge road and 71 street,2/11/2021,2021,2,11,Breeding,Evening,Night,encounter,Unknown,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10081,53.562888,-113.447881,112ave and Wayne Gretzky drive,2/11/2021,2021,2,11,Breeding,9:00:00 PM,Night,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10082,53.541287,-113.532398,122 st 101 ave,2/12/2021,2021,2,12,Breeding,9:00:00 PM,Night,sighting,Two,Unknown,Walking,Dog,Unknown,No,6,Unknown,Unknown,A Keller
10083,53.622317,-1131.521633,11423 161 Ave NW,2/12/2021,2021,2,12,Breeding,Night,Night,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10084,53.471004,-113.591595,Rabbit hill road and rhatigan ridge,2/12/2021,2021,2,12,Breeding,Morning,Day,sighting,Three,Unknown,Unknown,Child,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10085,53.6345074,-113.474612,Klavarten Road and 88 st,2/12/2021,2021,2,12,Breeding,Morning,Day,sighting,One,Unknown,HomeYard,Child,Unknown,Unknown,0,Unknown,Unknown,A Keller
10086,53.473405,-113.590379,Reeves gate and Reid place ,2/6/2021,2021,2,6,Breeding,Morning,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10087,53.52036672,-113.3359418,Fir St &amp; twp rd 524A,2/12/2021,2021,2,12,Breeding,1:00:00 PM,Day,sighting,Three,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10088,53.47858678,-113.6004915,Rooney Crescent &amp; Romaniuk Road,2/10/2021,2021,2,10,Breeding,4:00:00 PM,Day,encounter,One,Unknown,Walking,Dog,OffLeash,Unknown,Unknown,Unknown,Unknown,A Keller
10089,53.544457,-113.572764,103 Avenue &amp; 146 Street,2/11/2021,2021,2,11,Breeding,5:00:00 PM,Day,sighting,One,Unknown,Driving,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10090,53.465464,-113.515446,South of 34 th Ave 111 th st,2/12/2021,2021,2,12,Breeding,Morning,Day,encounter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10091,53.442151,-113.464083,"Offleash along 91st, between henday and 23ave",2/12/2021,2021,2,12,Breeding,5:00:00 PM,Day,sighting,One,Unknown,Unknown,Multiple,OffLeash,Unknown,4,Unknown,Unknown,A Keller
10092,53.44979,-113.534933,Twin Brooks Nature Park. 119 St NW &amp; Twin Brooks Way NW,2/10/2021,2021,2,10,Breeding,12 Noon,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,Unknown,0,Unknown,Unknown,A Keller
10093,53.44979,-113.53493,Twin Brooks Nature Park. 119St NW &amp; Twin Brooks Way NW,2/12/2021,2021,2,12,Breeding,6:00:00 PM,Night,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10094,53.55321086,-113.4205998,52St 106a Ave,2/12/2021,2021,2,12,Breeding,7:00:00 PM,Night,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10095,53.488891,-113.66427,199st and Hemingway,2/12/2021,2021,2,12,Breeding,7:00:00 PM,Night,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10096,53.48790207,-113.5454244,na,2/12/2021,2021,2,12,Breeding,2:00:00 PM,Day,sighting,One,Unknown,HomeYard,Child,Unknown,No,0,Unknown,Unknown,A Keller
10097,53.472,-113.582533,Riverbend Road and Rabbit Hill Road,2/13/2021,2021,2,13,Breeding,5:00:00 AM,Night,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,A Keller
10098,53.53566261,-113.6419625,9830 185 Street,2/11/2021,2021,2,11,Breeding,Night,Night,sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10099,53.516503,-113.63447,83 Ave 181 street north ,2/1/2021,2021,2,1,Breeding,10:00:00 PM,Night,sighting,One,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10100,53.4685813,-113.5963095,na,2/13/2021,2021,2,13,Breeding,Morning,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10103,53.51127229,-113.4532208,82 street nw ,2/14/2021,2021,2,14,Breeding,Morning,Day,sighting,One,Unknown,HomeYard,Dog,HomeYard,Unknown,Unknown,Unknown,Unknown,A Keller
10104,53.46007013,-113.5235998,111th and Saddleback (29a),2/14/2021,2021,2,14,Breeding,12 Noon,Day,sighting,One,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10105,53.49004238,-113.5583285,whitemud creek ravine,2/14/2021,2021,2,14,Breeding,1:00:00 PM,Day,encounter,Two,Unknown,Walking,Dog,Leashed,Yes,1,Unknown,Healthy,A Keller
10106,53.5356371,-113.6414261,98 Avenue &amp; 185 Street,2/12/2021,2021,2,12,Breeding,9:00:00 PM,Night,sighting,One,Unknown,Unknown,Child,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10107,53.469363,-113.584569,Ryan Place and Rabbit Hill Road,2/14/2021,2021,2,14,Breeding,Afternoon,Day,sighting,One,Unknown,Unknown,Dog,Unknown,Unknown,3,Unknown,Healthy,A Keller
10108,53.50023335,-113.5011251,Alley between 105 st  and 105a and 63 ave and 64 ave - East to west alley,2/15/2021,2021,2,15,Breeding,Dawn,Night,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,A Keller
10109,53.50986,-113.640525,183st 76A Ave Lymburn,2/15/2021,2021,2,15,Breeding,10:00:00 AM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,A Keller
10110,53.519132,-113.51785,111 St &amp; 83 Ave NW,2/15/2021,2021,2,15,Breeding,10:00:00 AM,Day,sighting,One,Unknown,Walking,Dog,Unknown,No,4,Neutral,Unknown,A Keller
10111,53.506367,-113.542034,"Belgravia Off Leash park, West loop, by the two benchees",2/15/2021,2021,2,15,Breeding,NA,Unknown,sighting,One,Yes,Walking,Dog,OffLeash,No,Unknown,Unknown,Unknown,A Keller
10112,53.50356447,-113.5193963,112th street and 65th ave,2/15/2021,2021,2,15,Breeding,Afternoon,Day,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unhealthy,A Keller
10113,53.430592,-113.617477,171 St and 6 ave. SW. ,2/16/2021,2021,2,16,Breeding,Morning,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Healthy,jfarr
10114,53.50323265,-113.5992617,Willow Way NW,2/15/2021,2021,2,15,Breeding,4:00:00 PM,Day,sighting,One,Unknown,Walking,Dog,Unknown,Unknown,2,Unknown,Healthy,jfarr
10115,53.50461279,-113.6027191,Wolf Willow Road and Westridge Road,2/12/2021,2021,2,12,Breeding,7:00:00 AM,Night,sighting,One,Unknown,Walking,Dog,Unknown,No,1,Unknown,Unknown,jfarr
10116,53.50939456,-113.5312785,73 Ave and 116 street,2/16/2021,2021,2,16,Breeding,Evening,Night,sighting,Unknown,Unknown,Unknown,Child,Unknown,Unknown,Unknown,Unknown,Unknown,jfarr
10117,53.42899186,-113.59482,Allan Dr SW and Allan Landing SW,2/15/2021,2021,2,15,Breeding,Evening,Night,sighting,Two,Unknown,Walking,Dog,Unknown,No,3,Negative,Unknown,jfarr
10118,53.46529818,-113.6009354,Hegler Cres and heffernan drive,2/16/2021,2021,2,16,Breeding,9:00:00 AM,Day,sighting,Three,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unhealthy,jfarr
10119,53.46895166,-113.5987059,Henderson Drive,2/15/2021,2021,2,15,Breeding,Afternoon,Day,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,jfarr
10120,53.46643417,-113.5963007,Hendra Crescent ,2/16/2021,2021,2,16,Breeding,Morning,Day,sighting,Three,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,jfarr
10121,53.55395889,-113.4695716,Jasper Ave and 86 St NW,2/15/2021,2021,2,15,Breeding,3:00:00 PM,Day,encounter,Three,Unknown,Walking,Dog,OffLeash,Yes,6,Negative,Unknown,jfarr
10122,53.46883642,-113.5966439,North side of Henderson Park,2/16/2021,2021,2,16,Breeding,2:00:00 PM,Day,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Healthy,jfarr
10123,53.46823609,-113.6000986,"Hepburn Ave, midway down the block",2/15/2021,2021,2,15,Breeding,4:00:00 PM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,jfarr
10124,53.50681239,-113.5417015,Belgravia Offleash,2/16/2021,2021,2,16,Breeding,4:00:00 PM,Day,encounter,Two,Unknown,Walking,Dog,OffLeash,Yes,8,Unknown,Unknown,jfarr
10125,53.45276508,-113.5530419,na,2/16/2021,2021,2,16,Breeding,6:00:00 PM,Night,encounter,One,Unknown,Walking,Unknown,Unknown,Unknown,2,Unknown,Unknown,jfarr
10126,53.49319986,-113.4687186,92st &amp; 58 ave,2/12/2021,2021,2,12,Breeding,1:00:00 PM,Day,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,jfarr
10127,53.50311573,-113.4540201,Argyll &amp; 83 st,2/4/2021,2021,2,4,Breeding,5:00:00 PM,Day,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,jfarr
10128,53.53034437,-113.4916086,95th Ave at 100 Street,2/16/2021,2021,2,16,Breeding,6:00:00 PM,Night,sighting,More,Unknown,Unknown,Unknown,Unknown,No,0,Unknown,Unknown,jfarr
10129,53.48435981,-113.5786919,Riverbend Road &amp; 45 Ave NW,2/16/2021,2021,2,16,Breeding,5:00:00 PM,Day,sighting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,jfarr
10130,53.44274616,-113.4312374,na,2/17/2021,2021,2,17,Breeding,Night,Night,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,jfarr
10131,53.4662794,-113.6013324,Heffernan drive,2/17/2021,2021,2,17,Breeding,9:00:00 AM,Day,sighting,Two,Unknown,Driving,Unknown,Unknown,No,0,Unknown,Unknown,jfarr
10132,53.60524825,-113.5053201,Open field next to Griesbach Hill and across from Edmonton Police Training Centre,2/17/2021,2021,2,17,Breeding,Morning,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Healthy,jfarr
10133,53.49529361,-113.5617108,47 Avenue and 139 Street,2/16/2021,2021,2,16,Breeding,5:00:00 PM,Day,sighting,Two,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,jfarr
10134,53.49789,-113.565739,60th Avenue 143 Street ,2/16/2021,2021,2,16,Breeding,9:00:00 AM,Day,sighting,One,Unknown,HomeYard,Unknown,Unknown,No,Unknown,Unknown,Unknown,B Blanchette
10135,53.472486,-113.634507,Cameron Heights,2/16/2021,2021,2,16,Breeding,NA,Unknown,Unknown,Two,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,B Blanchette
10136,53.46146582,-113.59379,Pedestrian/Bike trail that crosses Riverbend Rd under the power lines (just north of the south part of Heath Rd). ,2/17/2021,2021,2,17,Breeding,11:00:00 AM,Day,sighting,One,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,B Blanchette
10137,53.57122176,-113.5525081,11811-134 street,1/13/2021,2021,1,13,Breeding,9:00:00 PM,Night,encounter,One,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,B Blanchette
10138,53.57141857,-113.5524982,11811-134 street,1/21/2021,2021,1,21,Breeding,Unknown,Unknown,sighting,Two,Unknown,HomeYard,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,B Blanchette
10139,53.57125976,-113.5524626,11811-134 street,1/27/2021,2021,1,27,Breeding,10:00:00 PM,Night,sighting,Two,Unknown,HomeYard,Unknown,Unknown,No,0,Unknown,Unknown,B Blanchette
